product_id,product_name,department,cost_price,current_base_price,avg_price_elasticity,price_sensitivity_category,recommended_optimal_price,avg_weekly_demand,predicted_demand_at_optimal,expected_weekly_profit_at_optimal,current_weekly_profit,profit_improvement_pct
20076,RRRuffles Have Ridges Reduced Fat Potato Chips,snacks,2.26,3.71,-5.0,High,2.82,318.8,1256,703.36,443.66,58.5
9593,Grilled Salmon Feast in Gravy Cat Food,pets,6.5,11.3,-0.88,Medium,6.825,309.4,482,156.65,1444.54,-89.2
39051,Organic Tropical Fruit Blend,frozen,5.92,12.7,-1.87,High,12.72,310.5,309,2101.2,2052.58,2.4
41006,Organic Onion Powder,pantry,5.2,8.33,-5.0,High,6.5,307.0,1061,1379.3,927.62,48.7
36552,Gourmet Popping Corn Original,snacks,5.73,9.04,0.0,Low,inf,331.0,0,,1065.86,
19792,L-Glutamine Dietary Supplement,personal care,4.64,10.04,0.0,Low,inf,343.8,0,,1812.05,
33055,Organic Golden Delicious Apple,produce,1.37,2.71,-0.845,Medium,1.4385000000000001,317.9,542,37.13,409.44,-90.9
1705,Disney Frozen Fruit Flavored Snacks,snacks,5.62,9.19,-4.57,High,7.19,309.4,949,1489.93,1066.71,39.7
6751,"Drink Tabs, Strawberry Lemonade",beverages,5.26,8.78,0.0,Low,inf,259.1,0,,882.34,
13657,Coleslaw Dressing Calorie Free,pantry,4.9,10.07,-1.42,Medium,16.57,89.7,44,513.48,451.44,13.7
9268,Organic Fruit Spread Wild Blueberry,pantry,5.39,10.96,0.0,Low,inf,300.6,0,,1625.26,
14204,Organic White Meat Chicken Pie,frozen,3.57,6.82,0.0,Low,inf,277.9,0,,884.36,
35006,Glycerin Hand Soap Rosemary,personal care,1.7,3.1,-1.08,Medium,22.95,238.4,27,573.75,325.08,76.5
34830,Tini Twists Pretzels,snacks,2.42,4.21,-4.39,High,3.13,205.1,753,534.63,357.22,49.7
16228,Pad Thai Noodle Bowl,international,3.28,6.27,-0.9,Medium,3.444,341.6,585,95.94,987.63,-90.3
8995,"Oatmeal, Instant, Banana Maple with Flax",breakfast,5.52,10.18,-5.0,High,6.9,317.7,2220,3063.6,1425.28,114.9
22782,Original Key Lime Pie Yogurt,dairy eggs,6.36,10.61,-2.49,High,10.63,245.1,243,1037.61,1010.34,2.7
3919,Hearty Grains 100% Whole Wheat English Muffins,bakery,0.71,1.55,-1.11,Medium,7.16,340.3,62,399.9,280.59,42.5
11221,Rotini Pasta With Three Cheese Sauce,dry goods pasta,3.56,7.11,0.0,Low,inf,300.1,0,,1035.02,
22412,HE Turbo Clean Ultra Stain Release Liquid Laundry Detergent,household,3.66,6.17,-0.405,Low,3.8430000000000004,159.6,193,35.32,386.29,-90.9
16704,Bag Pink Lady Apples,produce,1.85,2.94,-1.4,Medium,6.48,58.5,19,87.97,61.5,43.0
13390,Deli Deluxe 2% Milk American Cheese Slices,dairy eggs,1.77,3.2,-0.43,Low,1.8585,324.6,409,36.2,450.83,-92.0
9027,Drink Original Unsweetened,dairy eggs,2.99,5.38,-0.92,Medium,3.1395000000000004,317.2,520,77.74,729.07,-89.3
3212,"Vinegar, Red Wine",pantry,5.39,11.43,-0.54,Low,5.6594999999999995,131.5,192,51.74,765.0,-93.2
6677,Organic Whole Mushrooms,produce,1.94,3.6,0.0,Low,inf,336.2,0,,544.83,
8649,Variety Snaps With Real Beef/Chicken/Liver & Lamb Flavors,pets,4.0,7.19,-0.83,Medium,4.2,340.6,532,106.4,1058.18,-89.9
34457,100% Organic Unbleached White Whole Wheat Flour,pantry,4.5,9.03,-0.04,Low,inf,329.4,0,,1453.94,
42355,ProActive Health MiniChunks Adult Dog Food,pets,2.84,5.64,0.0,Low,inf,330.9,0,,897.85,
16356,Turkey & Brown Rice Dog Food,pets,6.16,11.72,0.0,Low,inf,244.5,0,,1306.76,
33819,Original French Vanilla Yogurt,dairy eggs,5.28,11.62,-1.46,Medium,16.76,252.5,147,1687.56,1559.78,8.2
46381,Tricolor Pearl Couscous,dry goods pasta,2.33,4.52,0.0,Low,inf,117.9,0,,251.66,
13905,Shabbos Candles,international,3.43,6.97,0.0,Low,inf,326.7,0,,1129.8,
30801,Classic Original Mint Mouthwash,personal care,2.58,5.01,0.0,Low,inf,284.9,0,,676.01,
21623,ZzzQuil Nighttime Liquid Sleep-Aid Twin Pack,personal care,2.3,4.85,-5.0,High,2.87,342.6,4721,2690.97,859.01,213.3
7290,Peas Baby 2nd Foods,babies,1.49,2.37,-1.66,High,3.75,119.7,55,124.3,100.91,23.2
40396,Guacamole,deli,4.61,8.1,-2.49,High,7.7,203.4,230,710.7,679.49,4.6
48126,Braunschweiger Lunchmeat,meat seafood,8.53,14.56,0.0,Low,inf,327.4,0,,1928.11,
18674,Spaghetti Tangy Italian Dinner,dry goods pasta,1.53,2.51,-1.365,Medium,5.72,333.7,108,452.52,313.79,44.2
18811,Organic Apple Juice,beverages,2.89,5.26,0.0,Low,inf,241.3,0,,557.95,
3503,Gentle Glide 360° Fresh Scent Regular/Super Absorbency Multi-Pack Tampons,personal care,5.18,11.08,0.0,Low,inf,115.8,0,,665.33,
25357,Homestyle Harvest Tomato with Basil Soup,canned goods,1.09,1.96,-0.285,Low,1.1445,223.0,260,14.17,187.19,-92.4
11025,Mighty Pacs,household,1.96,3.45,-2.925,High,2.98,214.8,329,335.58,308.52,8.8
15036,Allergy 24 Hour 10mg Tablets,personal care,4.13,6.89,0.0,Low,inf,328.4,0,,875.62,
4244,MSM Sulfur Capsules,personal care,6.36,11.86,0.0,Low,inf,172.1,0,,916.91,
46110,Triple Zero Cherry Greek Yogurt,missing,2.1,4.42,-1.3,Medium,9.1,159.2,62,434.0,358.88,20.9
41763,Turkey Gravy Mix,pantry,4.42,8.72,0.0,Low,inf,223.8,0,,928.53,
40125,"Face Scrub, Original",personal care,5.03,9.62,-3.37,High,7.15,318.6,866,1835.92,1408.9,30.3
20439,All Natural Almond Slices,snacks,2.48,4.28,-2.0,High,4.96,309.6,230,570.4,539.37,5.8
41383,Family Size Hearts of Romaine,produce,3.51,6.23,-4.48,High,4.52,331.3,1394,1407.94,874.56,61.0
4029,"Organic Corn Thins, Original",snacks,2.74,5.26,-3.67,High,3.77,336.2,1141,1175.23,823.35,42.7
47593,Tots Yogurt Mish Mash Berry Banana Beet,babies,5.39,8.32,0.0,Low,inf,283.4,0,,817.1,
3781,Sheer Moisture Lip Tint - Adorn,personal care,4.76,8.34,-1.82,High,10.56,310.2,201,1165.8,1084.92,7.5
17228,Sriracha Chicken Breast,meat seafood,7.59,15.25,-0.23,Low,7.9695,274.7,318,120.68,2039.37,-94.1
48716,Meyer Lemon Miracle Tart,bakery,0.98,2.09,-5.0,High,1.22,314.1,4633,1111.92,341.58,225.5
31192,Free & Clear  Natural Dish Liquid,household,4.97,10.35,0.0,Low,inf,292.8,0,,1533.5,
4460,Non Gmo Snickerdoodle Protein Bar,snacks,2.45,4.91,0.0,Low,inf,306.1,0,,738.5,
42698,Hot Pork Sausage,frozen,2.53,5.24,-2.595,High,4.12,241.6,450,715.5,633.27,13.0
28093,Pork Potsticker,frozen,1.7,3.49,-1.21,Medium,9.8,84.8,24,194.4,146.67,32.5
30856,Whole Grain White Hamburger Buns,bakery,2.71,5.34,-0.26,Low,2.8455,329.1,387,52.44,847.05,-93.8
20377,"Water Chestnuts, Sliced, No Salt Added",international,4.26,8.78,-1.215,Medium,24.07,73.0,21,416.01,319.4,30.2
18330,Click Gel Automatic Citrus Scent Toilet Bowl Cleaner,household,1.37,2.17,-0.74,Low,1.4385000000000001,286.9,388,26.58,221.21,-88.0
27457,100 Grand Fun Size Bars,snacks,2.95,6.34,-1.81,High,6.59,302.6,282,1026.48,1014.47,1.2
16471,Chocolate Decorating Decors,pantry,2.36,4.26,0.0,Low,inf,298.3,0,,544.98,
11709,Milk Chocolate Coconut & Almonds Bar,snacks,3.91,7.34,-0.47,Low,4.1055,35.3,46,8.99,117.87,-92.4
10531,Easy Quinoa Mushroom & Vegetable Medley,dry goods pasta,2.42,3.74,-5.0,High,3.02,329.0,958,574.8,422.11,36.2
49193,SmartBlend Chicken & Rice Formula Adult Dry Dog Food,pets,4.21,8.91,0.0,Low,inf,356.8,0,,1626.63,
1793,"Citrus Beverage, Sparkling, with Natural Pulp",beverages,3.56,6.72,0.0,Low,inf,198.0,0,,612.89,
42459,Sinus-Max Pressure & Pain Relief,personal care,7.32,11.37,0.0,Low,inf,339.7,0,,1324.26,
9061,Italian Sausage & Rigatoni Pasta,frozen,2.9,4.65,0.0,Low,inf,326.7,0,,548.83,
16099,Heart Healthy Italian Style White Bean & Chicken Sausage,canned goods,1.45,2.36,0.0,Low,inf,321.0,0,,282.9,
46744,Organic ZFruit Rope Fruit Punch Flavor,snacks,1.68,3.35,-0.815,Medium,1.764,156.2,263,22.09,252.53,-91.3
36131,Elderberry Syrup,personal care,5.45,11.25,-0.585,Low,5.7225,120.4,178,48.5,678.07,-92.8
32947,Organic Pita,bakery,4.2,7.2,-3.66,High,5.78,277.5,620,979.6,806.58,21.5
263,Red Food Color,pantry,2.91,4.58,-0.48,Low,3.0555000000000003,262.0,318,46.27,418.71,-88.9
37228,Mango Lowfat Kefir,dairy eggs,4.83,8.6,-1.665,High,12.09,50.3,28,203.28,182.55,11.4
39702,Low Fat Milk,dairy eggs,5.74,10.17,-1.49,Medium,17.45,127.4,56,655.76,545.32,20.3
13357,Pomegranate Berry Sparkling Water with Juice,beverages,4.55,9.0,0.0,Low,inf,334.8,0,,1462.49,
26089,Broccoli Squash Carrots Onion Red Pepper Steamables,frozen,5.65,9.36,-3.865,High,7.62,145.9,323,636.31,521.43,22.0
44490,Organic BBQ Sauce Original,pantry,2.15,4.42,-1.87,High,4.62,123.5,113,279.11,271.22,2.9
14304,Maxi Super Pads,personal care,1.51,2.93,0.0,Low,inf,152.7,0,,209.98,
3155,Foaming Scrub Pink Grapefruit Oil-Free Acne Wash,personal care,5.87,10.97,-5.0,High,7.34,295.9,2206,3242.82,1482.51,118.7
42711,Jumbo Crinkle Cut French Fries,frozen,7.62,13.81,-1.26,Medium,36.93,321.7,93,2725.83,1940.06,40.5
24464,Crunchy Apple Chips Cinnamon,snacks,3.61,7.25,-5.0,High,4.51,333.6,3581,3222.9,1187.78,171.3
20816,"Lasagna, Whole Wheat/Whole Grain",dry goods pasta,2.55,5.39,-4.8,High,3.22,300.8,3566,2389.22,828.63,188.3
28439,Grape Fruit Ice Bars,frozen,4.11,7.19,-0.365,Low,4.3155,180.4,217,44.59,535.84,-91.7
42516,Organic Grass Fed Ghee,pantry,4.7,9.26,-2.19,High,8.65,65.6,76,300.2,288.47,4.1
33318,Sea Salt Soiree Intense Dark Chocolate Squares,snacks,5.23,9.23,0.0,Low,inf,82.9,0,,324.06,
15421,Double Bergamot Earl Grey,beverages,6.48,13.48,0.0,Low,inf,337.8,0,,2292.49,
29963,Moroccan Argan Oil Renewing Shampoo,personal care,5.35,9.8,-0.595,Low,5.6175,328.0,456,121.98,1399.92,-91.3
26352,Chicken Caesar Salad,deli,4.69,8.42,-1.165,Medium,33.11,122.1,24,682.08,441.89,54.4
35628,Organic Strawberry Smoothie,dairy eggs,1.31,2.84,0.0,Low,inf,291.2,0,,435.94,
16948,Clean Burst Liquid Laundry Detergent,household,1.87,3.62,-4.13,High,2.47,326.8,1584,950.4,559.57,69.8
1123,Fruit Vegetable Mango Fruit Square,canned goods,2.19,4.59,-1.19,Medium,13.72,123.4,33,380.49,287.92,32.2
31265,Chunky Turkey Feast Cat Food,pets,3.73,8.06,-1.91,High,7.83,336.2,355,1455.5,1412.47,3.0
46710,Graduates Waffle Wheels Banana Cream,babies,1.35,2.09,0.0,Low,inf,316.4,0,,225.18,
17412,Mini Lemon Bites,bakery,1.11,2.16,-3.87,High,1.5,173.2,710,276.9,176.11,57.2
33787,Total 2% Lowfat Greek Strained Yogurt with Peach,dairy eggs,5.29,8.64,-0.475,Low,5.5545,289.0,356,94.16,937.56,-90.0
30377,Fat Free Chocolate Milk,dairy eggs,1.03,2.05,0.0,Low,inf,345.2,0,,343.16,
9469,33 Gal with Flap Closure Black Extra Large Trash Bags,household,2.12,3.61,-4.825,High,2.67,155.7,667,366.85,222.45,64.9
24011,2nd Foods - Beef & Beef Gravy,babies,4.51,7.49,-1.525,High,13.1,301.5,128,1099.52,858.22,28.1
851,Chile Con Queso Potato Crisps,snacks,4.38,7.69,-5.0,High,5.48,324.0,1763,1939.3,1047.67,85.1
12981,Strawberry Nonfat Yogurt,missing,4.64,8.52,-1.42,Medium,15.69,139.7,58,640.9,522.56,22.6
40770,Sweet Peas Valley Fresh Steamers,frozen,3.03,5.69,-1.69,High,7.42,240.4,153,671.67,619.07,8.5
20413,Berry Pomegranate Chia Energy Bar,snacks,4.08,7.84,-3.52,High,5.7,167.8,515,834.3,610.83,36.6
23893,Original Perky's Crunchy Rice Cereal,breakfast,2.78,4.37,-4.845,High,3.5,269.6,790,568.8,413.43,37.6
11633,Sweet & Tangy Glaze and Dipping Sauce,international,3.23,5.25,-0.32,Low,3.3915,282.2,324,52.33,548.45,-90.5
10821,Reduced Fat Colby Jack Cheese Sticks,dairy eggs,6.08,9.46,0.0,Low,inf,207.2,0,,670.74,
16733,"Polish, Silver, Bottle",household,4.04,8.5,0.0,Low,inf,105.8,0,,460.74,
36803,Macro Greens,frozen,7.86,13.19,0.0,Low,inf,89.4,0,,453.71,
10594,Christmas Crunch,breakfast,5.47,8.58,-3.61,High,7.57,92.7,145,304.5,273.63,11.3
4614,Burrata alla Panna,dairy eggs,3.73,7.68,-1.275,Medium,17.29,321.8,114,1545.84,1219.82,26.7
23095,Flame Grilled Beef Patty,frozen,1.91,4.12,0.0,Low,inf,285.2,0,,615.76,
40074,Quenching + Coconut Curls Shampoo,personal care,3.4,5.68,0.0,Low,inf,340.7,0,,751.66,
4316,Cheese Trio Quiche,frozen,3.49,6.18,-5.0,High,4.36,96.3,550,478.5,251.15,90.5
6425,Everyone's Favorite Chocolate Chip Cookie Mix,pantry,2.75,4.44,0.0,Low,inf,232.1,0,,380.91,
10744,Chicken Noodle R&W Condensed Soup Family Size,canned goods,2.34,4.89,-1.16,Medium,16.97,237.8,56,819.28,584.29,40.2
3264,"Muesli, Bircher (Unsweetened)",breakfast,3.61,5.93,0.0,Low,inf,292.7,0,,648.84,
