product_id,product_name,aisle,department,base_price,cost_price,gross_margin_pct,shelf_life_days,is_perishable,store_id,created_date
26966,Chocolate Covered Ring Jells,kosher foods,international,9.85,5.36,45.6,180,0,1,2024-01-01
148,Nectarines,fresh fruits,produce,2.8,1.49,46.8,7,1,1,2024-01-01
44666,Original Nooks & Crannies Cinnamon Raisin English Muffins,breakfast bakery,bakery,4.84,2.44,49.6,5,1,1,2024-01-01
8640,Invisible Solid Spring Breeze Antiperspirant/Deodorant 2.6 oz AP/DO & Body Spray,deodorants,personal care,7.92,3.65,53.9,180,0,1,2024-01-01
32056,Organic Super Tampons Wth Applicator,feminine care,personal care,2.46,1.53,37.8,180,0,1,2024-01-01
43237,Freeze Off Wart Removal System,first aid,personal care,8.08,4.95,38.7,180,0,1,2024-01-01
41511,Plastic 16 oz. Cups,plates bowls cups flatware,household,3.71,2.41,35.0,180,0,1,2024-01-01
37343,"Kefir, Nonfat, with FOS, Organic, Vanilla",yogurt,dairy eggs,2.65,1.72,35.1,14,1,1,2024-01-01
35594,Organic Hemp Plus Granola Cereal,granola,breakfast,11.49,6.45,43.9,180,0,1,2024-01-01
19923,Blueberry B Monster,refrigerated,beverages,14.54,8.78,39.6,180,0,1,2024-01-01
2211,Triple Enzyme Formula Spray Laundry Stain Remover,laundry,household,10.08,6.44,36.1,180,0,1,2024-01-01
31493,Soft Toothbrush Powered By Yogurt Cups,oral hygiene,personal care,5.05,3.13,38.0,180,0,1,2024-01-01
3932,Wasabi,asian foods,international,2.98,1.49,50.0,180,0,1,2024-01-01
37161,Blueberry Acai Yogurt,yogurt,dairy eggs,8.84,4.77,46.0,14,1,1,2024-01-01
7095,Vanilla Bean Tea Bags,tea,beverages,7.44,3.54,52.4,180,0,1,2024-01-01
3594,Milk Whole,milk,dairy eggs,3.22,2.06,36.0,14,1,1,2024-01-01
41233,Riced Cauliflower,missing,missing,6.95,3.97,42.9,180,0,1,2024-01-01
16913,"Licorice, Soft",candy chocolate,snacks,2.76,1.37,50.4,120,0,1,2024-01-01
39365,French Vanilla Syrup,honeys syrups nectars,pantry,11.09,6.48,41.6,365,0,1,2024-01-01
10982,Organic Nectarine & Plum Conserve,packaged vegetables fruits,produce,3.18,1.82,42.8,7,1,1,2024-01-01
35976,Sweet Cream Whipped Butter Salted,butter,dairy eggs,8.63,4.5,47.9,14,1,1,2024-01-01
39370,Honey Peanut Butter Hot Oatmeal Bowl,hot cereal pancake mixes,breakfast,5.12,2.42,52.7,180,0,1,2024-01-01
31235,Velveeta Reduced Fat 2% Milk Shells Cheese,instant foods,dry goods pasta,7.2,4.21,41.5,365,0,1,2024-01-01
27873,Gourmet Spicy Barbecue Sauce,marinades meat preparation,pantry,7.47,4.14,44.6,365,0,1,2024-01-01
32901,Organic Half & Half Guayusa Lemonade Tea,tea,beverages,4.0,2.42,39.5,180,0,1,2024-01-01
29869,New Zealand Artesian Water,water seltzer sparkling water,beverages,14.59,8.08,44.6,180,0,1,2024-01-01
5046,Vanilla Chocolate Peanut Butter Ice Cream Bars Multi-Pack,ice cream ice,frozen,12.3,7.63,38.0,365,0,1,2024-01-01
2323,Rich Chocolate Flavored Milk Mix,cocoa drink mixes,beverages,14.18,7.95,43.9,180,0,1,2024-01-01
42970,Lite Honey Mustard Dressing Topping & Spread,salad dressing toppings,pantry,10.95,6.16,43.7,365,0,1,2024-01-01
2768,Lip Care Stick,skin care,personal care,7.98,4.99,37.5,180,0,1,2024-01-01
48727,Garlic & Herb Pasta Sauce,pasta sauce,dry goods pasta,11.22,5.95,47.0,365,0,1,2024-01-01
20443,"Pita Bites, Original Sea Salt",crackers,snacks,3.16,1.51,52.2,120,0,1,2024-01-01
45355,Deep Clean Cream Cleanser,facial care,personal care,3.96,1.8,54.5,180,0,1,2024-01-01
31966,Angel Hair Pasta With Herbs,instant foods,dry goods pasta,2.45,1.47,40.0,365,0,1,2024-01-01
41380,Country Style Pork Ribs,meat counter,meat seafood,10.83,6.22,42.6,5,1,1,2024-01-01
43281,Organic Lemon Perfume Oil,air fresheners candles,household,5.89,3.48,40.9,180,0,1,2024-01-01
15171,Reclosable Sandwich Extra Large Bags,food storage,household,4.71,2.32,50.7,180,0,1,2024-01-01
9721,Steamfresh Protein Italian Style,frozen produce,frozen,12.94,6.18,52.2,365,0,1,2024-01-01
28158,Farmer Cheese,other creams cheeses,dairy eggs,5.57,2.52,54.8,14,1,1,2024-01-01
21927,Organic Boneless Skinless Chicken Breast,poultry counter,meat seafood,9.9,5.15,48.0,5,1,1,2024-01-01
16064,"Bread Crumbs, Panko, Seasoned Italian Style",marinades meat preparation,pantry,7.43,4.22,43.2,365,0,1,2024-01-01
34864,Pet Waste Bags,dog food care,pets,3.41,1.8,47.2,180,0,1,2024-01-01
48383,Whole Wheat Flour,baking ingredients,pantry,10.02,5.39,46.2,365,0,1,2024-01-01
20636,Pure Sport Body Wash,body lotions soap,personal care,2.75,1.73,37.1,180,0,1,2024-01-01
6180,Fit Popcorn Extra Virgin Olive Oil,popcorn jerky,snacks,9.9,5.14,48.1,120,0,1,2024-01-01
42636,Organic Microwave Popcorn No Salt or Oil,popcorn jerky,snacks,8.29,4.58,44.8,120,0,1,2024-01-01
45816,Fresh Collection Fiji Antiperpirant & Deodorant,deodorants,personal care,3.99,2.42,39.3,180,0,1,2024-01-01
31873,Unscented Regular Pantiliners,feminine care,personal care,2.06,1.09,47.1,180,0,1,2024-01-01
7991,Smoth & Creamy Low Fat Vanilla Frozen Yogurt,ice cream ice,frozen,12.79,7.35,42.5,365,0,1,2024-01-01
38531,Organic Sweet Potato Multigrain Tortilla Chips,chips pretzels,snacks,7.8,4.86,37.7,120,0,1,2024-01-01
6577,Sense & Spray Str Clean Linen Scent Air Freshener,air fresheners candles,household,9.29,5.94,36.1,180,0,1,2024-01-01
31250,Apples Honeycrisp,missing,missing,9.71,4.66,52.0,180,0,1,2024-01-01
10521,Carb Balance Small Fajita Whole Wheat Tortillas,tortillas flat bread,bakery,1.98,1.26,36.4,5,1,1,2024-01-01
44203,Crystal Pacifier,baby accessories,babies,5.58,3.06,45.2,180,0,1,2024-01-01
6949,Creamy Broth with Mackerel & Vegetables Cat Food,cat food care,pets,3.16,1.59,49.7,180,0,1,2024-01-01
4829,Life Wheat + Protein Bread,missing,missing,10.63,5.76,45.8,180,0,1,2024-01-01
36362,"Baked Crackers, Cheddar Cheese",breakfast bars pastries,breakfast,8.23,5.32,35.4,180,0,1,2024-01-01
4470,Cherry Liquid Drink Mix,cocoa drink mixes,beverages,5.97,3.27,45.2,180,0,1,2024-01-01
11800,Italian Castelvetrano Whole Green Olives,pickled goods olives,pantry,2.64,1.36,48.5,365,0,1,2024-01-01
315,Creamy Italian Dressing Marinade,salad dressing toppings,pantry,5.11,2.95,42.3,365,0,1,2024-01-01
20677,Homestyle Creamy Chicken & Herb Dumplings Soup,soup broth bouillon,canned goods,2.3,1.15,50.0,730,0,1,2024-01-01
18393,Mango Baby Breakfast Stage 2,baby food formula,babies,9.3,4.33,53.4,180,0,1,2024-01-01
31317,Mandarin Oranges in Light Syrup Fruit Cups,canned fruit applesauce,canned goods,3.55,1.69,52.4,730,0,1,2024-01-01
19892,Classic Basil Pesto Sauce,pasta sauce,dry goods pasta,10.87,5.17,52.4,365,0,1,2024-01-01
18628,Organic Volcano Rice Ready To Eat Bowl,instant foods,dry goods pasta,6.72,3.23,51.9,365,0,1,2024-01-01
5583,Kentucky Whisky,spirits,alcohol,3.2,1.53,52.2,180,0,1,2024-01-01
34747,The Hulk Banana Coconut Spirulina Paleo Muffins,breakfast bakery,bakery,6.14,3.55,42.2,5,1,1,2024-01-01
35087,Blemish Clearing Serum,facial care,personal care,9.61,4.67,51.4,180,0,1,2024-01-01
18766,Canola Vegetable Oil Blend,oils vinegars,pantry,7.61,3.95,48.1,365,0,1,2024-01-01
32343,Bianco D'oro Italian Dry Salame,lunch meat,deli,9.71,6.11,37.1,7,1,1,2024-01-01
38625,Tomato Sauce With Basil,pasta sauce,dry goods pasta,6.94,3.78,45.5,365,0,1,2024-01-01
7599,Sensor 2 Plus Disposable Razors,shave needs,personal care,7.23,4.22,41.6,180,0,1,2024-01-01
4730,Original Toothbrush Soft Right,oral hygiene,personal care,6.28,3.04,51.6,180,0,1,2024-01-01
29960,"Acini di Pepe, No. 78",dry pasta,dry goods pasta,2.25,1.1,51.1,365,0,1,2024-01-01
7515,Spinach And Ricotta Ravioli,specialty cheeses,dairy eggs,3.08,1.41,54.2,14,1,1,2024-01-01
42849,Ice Cream Cones,cookies cakes,snacks,2.74,1.33,51.5,120,0,1,2024-01-01
15556,Original Sliced Grand Cru Cheese,packaged cheese,dairy eggs,8.36,4.23,49.4,14,1,1,2024-01-01
38094,Sriracha Ketchup,condiments,pantry,5.14,2.49,51.6,365,0,1,2024-01-01
21957,Bittersweet Sea Salt Chocolate Bar,candy chocolate,snacks,6.31,2.95,53.2,120,0,1,2024-01-01
42796,Broccoli Pot Pie With Cheddar Cheese Sauce,frozen vegan vegetarian,frozen,13.89,6.59,52.6,365,0,1,2024-01-01
42805,Sliced Jalapenos,pickled goods olives,pantry,4.49,2.43,45.9,365,0,1,2024-01-01
20571,Cashew Butter + Bourbon Vanilla Chocolate Bar,candy chocolate,snacks,5.58,2.74,50.9,120,0,1,2024-01-01
1591,Redness Relief Cooling Eye Drops,eye ear care,personal care,9.56,5.0,47.7,180,0,1,2024-01-01
22272,Gluten Free Matzo Ball & Soup Mix,kosher foods,international,4.29,2.36,45.0,180,0,1,2024-01-01
1031,Cold Remedy Orange Cream Ultra RapidMelt,cold flu allergy,personal care,2.77,1.63,41.2,180,0,1,2024-01-01
24466,Moroccan Red Clay and Argan Stem Cell Pore Minimizing Facial Scrub,skin care,personal care,4.9,2.24,54.3,180,0,1,2024-01-01
20076,RRRuffles Have Ridges Reduced Fat Potato Chips,chips pretzels,snacks,3.71,2.26,39.1,120,0,1,2024-01-01
9593,Grilled Salmon Feast in Gravy Cat Food,cat food care,pets,11.3,6.5,42.5,180,0,1,2024-01-01
39051,Organic Tropical Fruit Blend,frozen produce,frozen,12.7,5.92,53.4,365,0,1,2024-01-01
41006,Organic Onion Powder,spices seasonings,pantry,8.33,5.2,37.6,365,0,1,2024-01-01
36552,Gourmet Popping Corn Original,popcorn jerky,snacks,9.04,5.73,36.6,120,0,1,2024-01-01
19792,L-Glutamine Dietary Supplement,vitamins supplements,personal care,10.04,4.64,53.8,180,0,1,2024-01-01
33055,Organic Golden Delicious Apple,fresh fruits,produce,2.71,1.37,49.4,7,1,1,2024-01-01
1705,Disney Frozen Fruit Flavored Snacks,fruit vegetable snacks,snacks,9.19,5.62,38.8,120,0,1,2024-01-01
6751,"Drink Tabs, Strawberry Lemonade",energy sports drinks,beverages,8.78,5.26,40.1,180,0,1,2024-01-01
13657,Coleslaw Dressing Calorie Free,salad dressing toppings,pantry,10.07,4.9,51.3,365,0,1,2024-01-01
9268,Organic Fruit Spread Wild Blueberry,spreads,pantry,10.96,5.39,50.8,365,0,1,2024-01-01
14204,Organic White Meat Chicken Pie,frozen meals,frozen,6.82,3.57,47.7,365,0,1,2024-01-01
35006,Glycerin Hand Soap Rosemary,soap,personal care,3.1,1.7,45.2,180,0,1,2024-01-01
34830,Tini Twists Pretzels,chips pretzels,snacks,4.21,2.42,42.5,120,0,1,2024-01-01
16228,Pad Thai Noodle Bowl,asian foods,international,6.27,3.28,47.7,180,0,1,2024-01-01
8995,"Oatmeal, Instant, Banana Maple with Flax",hot cereal pancake mixes,breakfast,10.18,5.52,45.8,180,0,1,2024-01-01
22782,Original Key Lime Pie Yogurt,yogurt,dairy eggs,10.61,6.36,40.1,14,1,1,2024-01-01
3919,Hearty Grains 100% Whole Wheat English Muffins,breakfast bakery,bakery,1.55,0.71,54.2,5,1,1,2024-01-01
11221,Rotini Pasta With Three Cheese Sauce,instant foods,dry goods pasta,7.11,3.56,49.9,365,0,1,2024-01-01
22412,HE Turbo Clean Ultra Stain Release Liquid Laundry Detergent,laundry,household,6.17,3.66,40.7,180,0,1,2024-01-01
16704,Bag Pink Lady Apples,packaged vegetables fruits,produce,2.94,1.85,37.1,7,1,1,2024-01-01
13390,Deli Deluxe 2% Milk American Cheese Slices,packaged cheese,dairy eggs,3.2,1.77,44.7,14,1,1,2024-01-01
9027,Drink Original Unsweetened,soy lactosefree,dairy eggs,5.38,2.99,44.4,14,1,1,2024-01-01
3212,"Vinegar, Red Wine",oils vinegars,pantry,11.43,5.39,52.8,365,0,1,2024-01-01
6677,Organic Whole Mushrooms,packaged vegetables fruits,produce,3.6,1.94,46.1,7,1,1,2024-01-01
8649,Variety Snaps With Real Beef/Chicken/Liver & Lamb Flavors,dog food care,pets,7.19,4.0,44.4,180,0,1,2024-01-01
34457,100% Organic Unbleached White Whole Wheat Flour,baking ingredients,pantry,9.03,4.5,50.2,365,0,1,2024-01-01
42355,ProActive Health MiniChunks Adult Dog Food,dog food care,pets,5.64,2.84,49.6,180,0,1,2024-01-01
16356,Turkey & Brown Rice Dog Food,dog food care,pets,11.72,6.16,47.4,180,0,1,2024-01-01
33819,Original French Vanilla Yogurt,yogurt,dairy eggs,11.62,5.28,54.6,14,1,1,2024-01-01
46381,Tricolor Pearl Couscous,grains rice dried goods,dry goods pasta,4.52,2.33,48.5,365,0,1,2024-01-01
13905,Shabbos Candles,kosher foods,international,6.97,3.43,50.8,180,0,1,2024-01-01
30801,Classic Original Mint Mouthwash,oral hygiene,personal care,5.01,2.58,48.5,180,0,1,2024-01-01
21623,ZzzQuil Nighttime Liquid Sleep-Aid Twin Pack,cold flu allergy,personal care,4.85,2.3,52.6,180,0,1,2024-01-01
7290,Peas Baby 2nd Foods,baby food formula,babies,2.37,1.49,37.1,180,0,1,2024-01-01
40396,Guacamole,fresh dips tapenades,deli,8.1,4.61,43.1,7,1,1,2024-01-01
48126,Braunschweiger Lunchmeat,packaged meat,meat seafood,14.56,8.53,41.4,5,1,1,2024-01-01
18674,Spaghetti Tangy Italian Dinner,instant foods,dry goods pasta,2.51,1.53,39.0,365,0,1,2024-01-01
18811,Organic Apple Juice,juice nectars,beverages,5.26,2.89,45.1,180,0,1,2024-01-01
3503,Gentle Glide 360° Fresh Scent Regular/Super Absorbency Multi-Pack Tampons,feminine care,personal care,11.08,5.18,53.2,180,0,1,2024-01-01
25357,Homestyle Harvest Tomato with Basil Soup,soup broth bouillon,canned goods,1.96,1.09,44.4,730,0,1,2024-01-01
11025,Mighty Pacs,laundry,household,3.45,1.96,43.2,180,0,1,2024-01-01
15036,Allergy 24 Hour 10mg Tablets,cold flu allergy,personal care,6.89,4.13,40.1,180,0,1,2024-01-01
4244,MSM Sulfur Capsules,vitamins supplements,personal care,11.86,6.36,46.4,180,0,1,2024-01-01
46110,Triple Zero Cherry Greek Yogurt,missing,missing,4.42,2.1,52.5,180,0,1,2024-01-01
41763,Turkey Gravy Mix,marinades meat preparation,pantry,8.72,4.42,49.3,365,0,1,2024-01-01
40125,"Face Scrub, Original",skin care,personal care,9.62,5.03,47.7,180,0,1,2024-01-01
20439,All Natural Almond Slices,nuts seeds dried fruit,snacks,4.28,2.48,42.1,120,0,1,2024-01-01
41383,Family Size Hearts of Romaine,packaged vegetables fruits,produce,6.23,3.51,43.7,7,1,1,2024-01-01
4029,"Organic Corn Thins, Original",chips pretzels,snacks,5.26,2.74,47.9,120,0,1,2024-01-01
47593,Tots Yogurt Mish Mash Berry Banana Beet,baby food formula,babies,8.32,5.39,35.2,180,0,1,2024-01-01
3781,Sheer Moisture Lip Tint - Adorn,beauty,personal care,8.34,4.76,42.9,180,0,1,2024-01-01
17228,Sriracha Chicken Breast,poultry counter,meat seafood,15.25,7.59,50.2,5,1,1,2024-01-01
48716,Meyer Lemon Miracle Tart,bakery desserts,bakery,2.09,0.98,53.1,5,1,1,2024-01-01
31192,Free & Clear  Natural Dish Liquid,dish detergents,household,10.35,4.97,52.0,180,0,1,2024-01-01
4460,Non Gmo Snickerdoodle Protein Bar,energy granola bars,snacks,4.91,2.45,50.1,120,0,1,2024-01-01
42698,Hot Pork Sausage,frozen breakfast,frozen,5.24,2.53,51.7,365,0,1,2024-01-01
28093,Pork Potsticker,frozen appetizers sides,frozen,3.49,1.7,51.3,365,0,1,2024-01-01
30856,Whole Grain White Hamburger Buns,buns rolls,bakery,5.34,2.71,49.3,5,1,1,2024-01-01
20377,"Water Chestnuts, Sliced, No Salt Added",asian foods,international,8.78,4.26,51.5,180,0,1,2024-01-01
18330,Click Gel Automatic Citrus Scent Toilet Bowl Cleaner,cleaning products,household,2.17,1.37,36.9,180,0,1,2024-01-01
27457,100 Grand Fun Size Bars,candy chocolate,snacks,6.34,2.95,53.5,120,0,1,2024-01-01
16471,Chocolate Decorating Decors,baking supplies decor,pantry,4.26,2.36,44.6,365,0,1,2024-01-01
11709,Milk Chocolate Coconut & Almonds Bar,candy chocolate,snacks,7.34,3.91,46.7,120,0,1,2024-01-01
10531,Easy Quinoa Mushroom & Vegetable Medley,grains rice dried goods,dry goods pasta,3.74,2.42,35.3,365,0,1,2024-01-01
49193,SmartBlend Chicken & Rice Formula Adult Dry Dog Food,dog food care,pets,8.91,4.21,52.7,180,0,1,2024-01-01
1793,"Citrus Beverage, Sparkling, with Natural Pulp",soft drinks,beverages,6.72,3.56,47.0,180,0,1,2024-01-01
42459,Sinus-Max Pressure & Pain Relief,cold flu allergy,personal care,11.37,7.32,35.6,180,0,1,2024-01-01
9061,Italian Sausage & Rigatoni Pasta,frozen meals,frozen,4.65,2.9,37.6,365,0,1,2024-01-01
16099,Heart Healthy Italian Style White Bean & Chicken Sausage,soup broth bouillon,canned goods,2.36,1.45,38.6,730,0,1,2024-01-01
46744,Organic ZFruit Rope Fruit Punch Flavor,nuts seeds dried fruit,snacks,3.35,1.68,49.9,120,0,1,2024-01-01
36131,Elderberry Syrup,vitamins supplements,personal care,11.25,5.45,51.6,180,0,1,2024-01-01
32947,Organic Pita,tortillas flat bread,bakery,7.2,4.2,41.7,5,1,1,2024-01-01
263,Red Food Color,baking supplies decor,pantry,4.58,2.91,36.5,365,0,1,2024-01-01
37228,Mango Lowfat Kefir,yogurt,dairy eggs,8.6,4.83,43.8,14,1,1,2024-01-01
39702,Low Fat Milk,milk,dairy eggs,10.17,5.74,43.6,14,1,1,2024-01-01
13357,Pomegranate Berry Sparkling Water with Juice,water seltzer sparkling water,beverages,9.0,4.55,49.4,180,0,1,2024-01-01
26089,Broccoli Squash Carrots Onion Red Pepper Steamables,frozen produce,frozen,9.36,5.65,39.6,365,0,1,2024-01-01
44490,Organic BBQ Sauce Original,marinades meat preparation,pantry,4.42,2.15,51.4,365,0,1,2024-01-01
14304,Maxi Super Pads,feminine care,personal care,2.93,1.51,48.5,180,0,1,2024-01-01
3155,Foaming Scrub Pink Grapefruit Oil-Free Acne Wash,facial care,personal care,10.97,5.87,46.5,180,0,1,2024-01-01
42711,Jumbo Crinkle Cut French Fries,frozen appetizers sides,frozen,13.81,7.62,44.8,365,0,1,2024-01-01
24464,Crunchy Apple Chips Cinnamon,fruit vegetable snacks,snacks,7.25,3.61,50.2,120,0,1,2024-01-01
20816,"Lasagna, Whole Wheat/Whole Grain",dry pasta,dry goods pasta,5.39,2.55,52.7,365,0,1,2024-01-01
28439,Grape Fruit Ice Bars,ice cream ice,frozen,7.19,4.11,42.8,365,0,1,2024-01-01
42516,Organic Grass Fed Ghee,oils vinegars,pantry,9.26,4.7,49.2,365,0,1,2024-01-01
33318,Sea Salt Soiree Intense Dark Chocolate Squares,candy chocolate,snacks,9.23,5.23,43.3,120,0,1,2024-01-01
15421,Double Bergamot Earl Grey,tea,beverages,13.48,6.48,51.9,180,0,1,2024-01-01
29963,Moroccan Argan Oil Renewing Shampoo,hair care,personal care,9.8,5.35,45.4,180,0,1,2024-01-01
26352,Chicken Caesar Salad,prepared soups salads,deli,8.42,4.69,44.3,7,1,1,2024-01-01
35628,Organic Strawberry Smoothie,yogurt,dairy eggs,2.84,1.31,53.9,14,1,1,2024-01-01
16948,Clean Burst Liquid Laundry Detergent,laundry,household,3.62,1.87,48.3,180,0,1,2024-01-01
1123,Fruit Vegetable Mango Fruit Square,canned fruit applesauce,canned goods,4.59,2.19,52.3,730,0,1,2024-01-01
31265,Chunky Turkey Feast Cat Food,cat food care,pets,8.06,3.73,53.7,180,0,1,2024-01-01
46710,Graduates Waffle Wheels Banana Cream,baby food formula,babies,2.09,1.35,35.4,180,0,1,2024-01-01
17412,Mini Lemon Bites,bakery desserts,bakery,2.16,1.11,48.6,5,1,1,2024-01-01
33787,Total 2% Lowfat Greek Strained Yogurt with Peach,yogurt,dairy eggs,8.64,5.29,38.8,14,1,1,2024-01-01
30377,Fat Free Chocolate Milk,milk,dairy eggs,2.05,1.03,49.8,14,1,1,2024-01-01
9469,33 Gal with Flap Closure Black Extra Large Trash Bags,trash bags liners,household,3.61,2.12,41.3,180,0,1,2024-01-01
24011,2nd Foods - Beef & Beef Gravy,baby food formula,babies,7.49,4.51,39.8,180,0,1,2024-01-01
851,Chile Con Queso Potato Crisps,chips pretzels,snacks,7.69,4.38,43.0,120,0,1,2024-01-01
12981,Strawberry Nonfat Yogurt,missing,missing,8.52,4.64,45.5,180,0,1,2024-01-01
40770,Sweet Peas Valley Fresh Steamers,frozen produce,frozen,5.69,3.03,46.7,365,0,1,2024-01-01
20413,Berry Pomegranate Chia Energy Bar,energy granola bars,snacks,7.84,4.08,48.0,120,0,1,2024-01-01
23893,Original Perky's Crunchy Rice Cereal,cereal,breakfast,4.37,2.78,36.4,180,0,1,2024-01-01
11633,Sweet & Tangy Glaze and Dipping Sauce,asian foods,international,5.25,3.23,38.5,180,0,1,2024-01-01
10821,Reduced Fat Colby Jack Cheese Sticks,packaged cheese,dairy eggs,9.46,6.08,35.7,14,1,1,2024-01-01
16733,"Polish, Silver, Bottle",cleaning products,household,8.5,4.04,52.5,180,0,1,2024-01-01
36803,Macro Greens,frozen produce,frozen,13.19,7.86,40.4,365,0,1,2024-01-01
10594,Christmas Crunch,cereal,breakfast,8.58,5.47,36.2,180,0,1,2024-01-01
4614,Burrata alla Panna,packaged cheese,dairy eggs,7.68,3.73,51.4,14,1,1,2024-01-01
23095,Flame Grilled Beef Patty,frozen meat seafood,frozen,4.12,1.91,53.6,365,0,1,2024-01-01
40074,Quenching + Coconut Curls Shampoo,hair care,personal care,5.68,3.4,40.1,180,0,1,2024-01-01
4316,Cheese Trio Quiche,frozen meals,frozen,6.18,3.49,43.5,365,0,1,2024-01-01
6425,Everyone's Favorite Chocolate Chip Cookie Mix,doughs gelatins bake mixes,pantry,4.44,2.75,38.1,365,0,1,2024-01-01
10744,Chicken Noodle R&W Condensed Soup Family Size,soup broth bouillon,canned goods,4.89,2.34,52.1,730,0,1,2024-01-01
3264,"Muesli, Bircher (Unsweetened)",granola,breakfast,5.93,3.61,39.1,180,0,1,2024-01-01
26780,Superfood Pesto Sauce,pasta sauce,dry goods pasta,10.92,5.35,51.0,365,0,1,2024-01-01
45080,Body Bar Soap Milk & Honey Complexion,soap,personal care,8.31,4.01,51.7,180,0,1,2024-01-01
29661,"Chardonnay, Premium Dealcoholized Wine, 2011",white wines,alcohol,9.95,4.8,51.8,180,0,1,2024-01-01
30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,energy sports drinks,beverages,8.29,5.08,38.7,180,0,1,2024-01-01
23790,Total Moisture Aloe Fresh Hydrating Lotion,body lotions soap,personal care,7.77,4.53,41.7,180,0,1,2024-01-01
19388,Mushroom Steak Sauce,missing,missing,6.93,3.84,44.6,180,0,1,2024-01-01
28080,Sugar Free Italian Sweet Creme Coffee Creamer,cream,dairy eggs,3.95,2.06,47.8,14,1,1,2024-01-01
28147,Farmer Cheese No Salt Added,packaged cheese,dairy eggs,9.22,5.77,37.4,14,1,1,2024-01-01
20980,Spinach Mountain Bread,tortillas flat bread,bakery,3.33,1.76,47.1,5,1,1,2024-01-01
12093,Rubber Bands,other,other,2.24,1.37,38.8,180,0,1,2024-01-01
48100,Classic Caramel Flavoring Syrup,honeys syrups nectars,pantry,8.45,4.54,46.3,365,0,1,2024-01-01
13915,Wet Skin Broad Spectrum SPF 30 Sunscreen Spray,body lotions soap,personal care,3.77,1.98,47.5,180,0,1,2024-01-01
39127,Classic Crust Pepperoni Pizza,frozen pizza,frozen,14.29,7.75,45.8,365,0,1,2024-01-01
47978,Sugar Cookie Dough,doughs gelatins bake mixes,pantry,11.54,5.89,49.0,365,0,1,2024-01-01
40579,Whole Kosher Dills,pickled goods olives,pantry,11.15,6.68,40.1,365,0,1,2024-01-01
36547,Aloe Vera Juice Whole Leaf,vitamins supplements,personal care,5.7,3.14,44.9,180,0,1,2024-01-01
10908,Brown Sugar Cubes,baking ingredients,pantry,2.15,1.07,50.2,365,0,1,2024-01-01
